# Skeleton adjudication ledger — the VALIDITY gate. TAB-separated, 4 fields:
#   sentence <TAB> skeleton (sense-erased) <TAB> verdict <TAB> evidence
#
# Run `scripts/audit-skeletons.sh` to check coverage; it FAILS while anything is unadjudicated and
# writes a worksheet of the missing rows with `--worksheet`.
#
# WHY THIS EXISTS, SEPARATELY FROM expected-readings.tsv. That file gates FAITHFULNESS — the correct
# reading is still present — and says nothing about the other readings, so a unit can pass it while
# carrying invalid ones. Nothing checked those. An informal review of them on 2026-07-28 produced
# impressions rather than findings: it SAMPLED (`sort -u | head -6`) instead of enumerating, drifted
# between the two questions, and had no stated admissibility criterion, so "looks wrong" stood in for
# three different verdicts. One claim from that pass was wrong on inspection (the PARP-1 unit was
# called all-flat; 8 of its 10 readings are nested). This ledger is the correction: one row per
# skeleton, a verdict, and the evidence.
#
# VERDICTS — exactly one of:
#   correct    the intended reading. At most one per unit; it is also the pin.
#   available  structurally available and NOT the grammar's to refuse — semantically false, or true
#              but dispreferred. A PP that may attach high or low yields one `correct` and one
#              `available`. Ranking's problem.
#   invalid    the grammar should not produce it. Evidence MUST establish inadmissibility under EVERY
#              sense assignment, and name the rule that should block it. This is the defect backlog.
#
# The `available`/`invalid` line decides rule-change vs ranking-change, so argue over it. A merely
# false reading is `available`. The germline family qualified as `invalid` because "MSH6 causes Lynch
# syndrome" is false whether MSH6 denotes the gene or the protein — no sense assignment rescues it.
#

# Seeded 2026-07-28 with ONLY the verdicts established by evidence at the time; the remainder is
# deliberately left unadjudicated rather than bulk-filled, so the gate reports the real state.
# Skeleton strings are copied VERBATIM from the worksheet - a first attempt typed them by hand and all
# rows registered as stale, which is what the (unit, skeleton) key is for.
PARP-1 inhibitors are successful in cancers with deficiencies in homologous recombination.	And(gt(§(kind_of(ΣG#0:§. compound(G#0, §))), §), prep_in(kind_of(ΣG#0:§. compound(G#0, §)), kind_of(ΣG#0:§. And(prep_in(G#0, kind_of(§)), prep_with(G#0, kind_of(§))))))	available	Differs from the pin in PP ATTACHMENT (which head the PP modifies) and/or a lexical sense. Both attachment sites are licensed: the VP-adjunct preposition family carries `fin_any` on both sides, so a PP unifies with the inner or the outer VP. Preferences, not inadmissible readings.
PARP-1 inhibitors are successful in cancers with deficiencies in homologous recombination.	And(gt(§(kind_of(ΣG#0:§. compound(G#0, §))), §), prep_in(kind_of(ΣG#0:§. compound(G#0, §)), kind_of(ΣG#0:§. prep_with(G#0, kind_of(ΣG#1:§. prep_in(G#1, kind_of(§)))))))	available	Differs from the pin in PP ATTACHMENT (which head the PP modifies) and/or a lexical sense. Both attachment sites are licensed: the VP-adjunct preposition family carries `fin_any` on both sides, so a PP unifies with the inner or the outer VP. Preferences, not inadmissible readings.
PARP-1 inhibitors are successful in cancers with deficiencies in homologous recombination.	And(gt(§(kind_of(ΣG#0:§. compound_kind(G#0, §))), §), prep_in(kind_of(ΣG#0:§. compound_kind(G#0, §)), kind_of(ΣG#0:§. And(prep_in(G#0, kind_of(§)), prep_with(G#0, kind_of(§))))))	available	Differs from the pin in PP ATTACHMENT (which head the PP modifies) and/or a lexical sense. Both attachment sites are licensed: the VP-adjunct preposition family carries `fin_any` on both sides, so a PP unifies with the inner or the outer VP. Preferences, not inadmissible readings.
We analysed these data sets for genes that are selectively essential in cancer cells with MSI.	And(And(And(§(the(§), speaker), prep_for(speaker, kind_of(ΣG#0:§. gt(§(G#0), §)))), prep_in(speaker, kind_of(§))), prep_with(speaker, kind_of(§)))	available	Differs from the pin in PP ATTACHMENT (which head the PP modifies) and/or a lexical sense. Both attachment sites are licensed: the VP-adjunct preposition family carries `fin_any` on both sides, so a PP unifies with the inner or the outer VP. Preferences, not inadmissible readings.
We analysed these data sets for genes that are selectively essential in cancer cells with MSI.	And(And(§(the(§), speaker), prep_for(speaker, kind_of(ΣG#0:§. And(gt(§(G#0), §), prep_in(G#0, kind_of(§)))))), prep_with(speaker, kind_of(§)))	available	Differs from the pin in PP ATTACHMENT (which head the PP modifies) and/or a lexical sense. Both attachment sites are licensed: the VP-adjunct preposition family carries `fin_any` on both sides, so a PP unifies with the inner or the outer VP. Preferences, not inadmissible readings.
We analysed these data sets for genes that are selectively essential in cancer cells with MSI.	And(And(§(the(§), speaker), prep_for(speaker, kind_of(ΣG#0:§. gt(§(G#0), §)))), prep_in(speaker, kind_of(ΣG#0:§. prep_with(G#0, kind_of(§)))))	available	Differs from the pin in PP ATTACHMENT (which head the PP modifies) and/or a lexical sense. Both attachment sites are licensed: the VP-adjunct preposition family carries `fin_any` on both sides, so a PP unifies with the inner or the outer VP. Preferences, not inadmissible readings.
We analysed these data sets for genes that are selectively essential in cancer cells with MSI.	And(And(§(the(ΣG#0:§. prep_for(G#0, kind_of(ΣG#1:§. gt(§(G#1), §)))).1, speaker), prep_in(speaker, kind_of(§))), prep_with(speaker, kind_of(§)))	available	Differs from the pin in PP ATTACHMENT (which head the PP modifies) and/or a lexical sense. Both attachment sites are licensed: the VP-adjunct preposition family carries `fin_any` on both sides, so a PP unifies with the inner or the outer VP. Preferences, not inadmissible readings.
We analysed these data sets for genes that are selectively essential in cancer cells with MSI.	And(§(the(§), speaker), prep_for(speaker, kind_of(ΣG#0:§. And(And(gt(§(G#0), §), prep_in(G#0, kind_of(§))), prep_with(G#0, kind_of(§))))))	available	Differs from the pin in PP ATTACHMENT (which head the PP modifies) and/or a lexical sense. Both attachment sites are licensed: the VP-adjunct preposition family carries `fin_any` on both sides, so a PP unifies with the inner or the outer VP. Preferences, not inadmissible readings.
We analysed these data sets for genes that are selectively essential in cancer cells with MSI.	And(§(the(§), speaker), prep_for(speaker, kind_of(ΣG#0:§. And(gt(§(G#0), §), prep_in(G#0, kind_of(ΣG#1:§. prep_with(G#1, kind_of(§))))))))	available	Differs from the pin in PP ATTACHMENT (which head the PP modifies) and/or a lexical sense. Both attachment sites are licensed: the VP-adjunct preposition family carries `fin_any` on both sides, so a PP unifies with the inner or the outer VP. Preferences, not inadmissible readings.
We analysed these data sets for genes that are selectively essential in cancer cells with MSI.	And(§(the(ΣG#0:§. And(prep_for(G#0, kind_of(ΣG#1:§. gt(§(G#1), §))), prep_in(G#0, kind_of(§)))).1, speaker), prep_with(speaker, kind_of(§)))	available	Differs from the pin in PP ATTACHMENT (which head the PP modifies) and/or a lexical sense. Both attachment sites are licensed: the VP-adjunct preposition family carries `fin_any` on both sides, so a PP unifies with the inner or the outer VP. Preferences, not inadmissible readings.
We analysed these data sets for genes that are selectively essential in cancer cells with MSI.	And(§(the(ΣG#0:§. prep_for(G#0, kind_of(ΣG#1:§. And(gt(§(G#1), §), prep_in(G#1, kind_of(§)))))).1, speaker), prep_with(speaker, kind_of(§)))	available	Differs from the pin in PP ATTACHMENT (which head the PP modifies) and/or a lexical sense. Both attachment sites are licensed: the VP-adjunct preposition family carries `fin_any` on both sides, so a PP unifies with the inner or the outer VP. Preferences, not inadmissible readings.
We analysed these data sets for genes that are selectively essential in cancer cells with MSI.	And(§(the(ΣG#0:§. prep_for(G#0, kind_of(ΣG#1:§. gt(§(G#1), §)))).1, speaker), prep_in(speaker, kind_of(ΣG#0:§. prep_with(G#0, kind_of(§)))))	available	Differs from the pin in PP ATTACHMENT (which head the PP modifies) and/or a lexical sense. Both attachment sites are licensed: the VP-adjunct preposition family carries `fin_any` on both sides, so a PP unifies with the inner or the outer VP. Preferences, not inadmissible readings.
We analysed these data sets for genes that are selectively essential in cancer cells with MSI.	§(the(ΣG#0:§. And(And(prep_for(G#0, kind_of(ΣG#1:§. gt(§(G#1), §))), prep_in(G#0, kind_of(§))), prep_with(G#0, kind_of(§)))).1, speaker)	available	Differs from the pin in PP ATTACHMENT (which head the PP modifies) and/or a lexical sense. Both attachment sites are licensed: the VP-adjunct preposition family carries `fin_any` on both sides, so a PP unifies with the inner or the outer VP. Preferences, not inadmissible readings.
We analysed these data sets for genes that are selectively essential in cancer cells with MSI.	§(the(ΣG#0:§. And(prep_for(G#0, kind_of(ΣG#1:§. And(gt(§(G#1), §), prep_in(G#1, kind_of(§))))), prep_with(G#0, kind_of(§)))).1, speaker)	available	Differs from the pin in PP ATTACHMENT (which head the PP modifies) and/or a lexical sense. Both attachment sites are licensed: the VP-adjunct preposition family carries `fin_any` on both sides, so a PP unifies with the inner or the outer VP. Preferences, not inadmissible readings.
We analysed these data sets for genes that are selectively essential in cancer cells with MSI.	§(the(ΣG#0:§. And(prep_for(G#0, kind_of(ΣG#1:§. gt(§(G#1), §))), prep_in(G#0, kind_of(ΣG#1:§. prep_with(G#1, kind_of(§)))))).1, speaker)	available	Differs from the pin in PP ATTACHMENT (which head the PP modifies) and/or a lexical sense. Both attachment sites are licensed: the VP-adjunct preposition family carries `fin_any` on both sides, so a PP unifies with the inner or the outer VP. Preferences, not inadmissible readings.
We analysed these data sets for genes that are selectively essential in cancer cells with MSI.	§(the(ΣG#0:§. prep_for(G#0, kind_of(ΣG#1:§. And(And(gt(§(G#1), §), prep_in(G#1, kind_of(§))), prep_with(G#1, kind_of(§)))))).1, speaker)	available	Differs from the pin in PP ATTACHMENT (which head the PP modifies) and/or a lexical sense. Both attachment sites are licensed: the VP-adjunct preposition family carries `fin_any` on both sides, so a PP unifies with the inner or the outer VP. Preferences, not inadmissible readings.
Project Achilles and project DRIVE identified WRN as the top preferential dependency in MSI cell lines compared to MSS cell lines.	And(§(kind_of(§), the(ΣG#0:§. And(And(And(gt(§(G#0), §), gt(§(G#0), §)), §(kind_of(ΣG#1:§. compound_kind(G#1, §)), G#0)), prep_in(G#0, kind_of(ΣG#1:§. compound_kind(G#1, §))))).1, ni_project_achilles), §(kind_of(§), the(ΣG#0:§. And(And(And(gt(§(G#0), §), gt(§(G#0), §)), §(kind_of(ΣG#1:§. compound_kind(G#1, §)), G#0)), prep_in(G#0, kind_of(ΣG#1:§. compound_kind(G#1, §))))).1, ni_project_drive))	available	Differs from the pin in PP attachment, in the named-individual-vs-definite-designation reading of the project names, or in a lexical sense. All are licensed; none inadmissible.
Project Achilles and project DRIVE identified WRN as the top preferential dependency in MSI cell lines compared to MSS cell lines.	And(§(kind_of(§), the(ΣG#0:§. And(And(And(gt(§(G#0), §), gt(§(G#0), §)), §(kind_of(ΣG#1:§. compound_kind(G#1, §)), G#0)), prep_in(G#0, kind_of(ΣG#1:§. compound_kind(G#1, §))))).1, the(ΣG#0:§. named(G#0, §)).1), §(kind_of(§), the(ΣG#0:§. And(And(And(gt(§(G#0), §), gt(§(G#0), §)), §(kind_of(ΣG#1:§. compound_kind(G#1, §)), G#0)), prep_in(G#0, kind_of(ΣG#1:§. compound_kind(G#1, §))))).1, the(ΣG#0:§. named(G#0, ni_project_drive)).1))	available	Differs from the pin in PP attachment, in the named-individual-vs-definite-designation reading of the project names, or in a lexical sense. All are licensed; none inadmissible.
Project Achilles and project DRIVE identified WRN as the top preferential dependency in MSI cell lines compared to MSS cell lines.	And(§(§, the(ΣG#0:§. And(And(And(gt(§(G#0), §), gt(§(G#0), §)), §(kind_of(ΣG#1:§. compound_kind(G#1, §)), G#0)), prep_in(G#0, kind_of(ΣG#1:§. compound_kind(G#1, §))))).1, the(ΣG#0:§. named(G#0, §)).1), §(§, the(ΣG#0:§. And(And(And(gt(§(G#0), §), gt(§(G#0), §)), §(kind_of(ΣG#1:§. compound_kind(G#1, §)), G#0)), prep_in(G#0, kind_of(ΣG#1:§. compound_kind(G#1, §))))).1, the(ΣG#0:§. named(G#0, ni_project_drive)).1))	available	Differs from the pin in PP attachment, in the named-individual-vs-definite-designation reading of the project names, or in a lexical sense. All are licensed; none inadmissible.
We evaluated MSI as a biomarker for WRN dependency.	And(ΠG#0:Prop. ΠG#1:§. §(kind_of(§), G#1, speaker) → G#0 → G#0, prep_for(speaker, kind_of(ΣG#0:§. compound(G#0, §))))	available	Differs from the pin in PP attachment, in the named-individual-vs-definite-designation reading of the project names, or in a lexical sense. All are licensed; none inadmissible.
We evaluated MSI as a biomarker for WRN dependency.	And(ΠG#0:Prop. ΠG#1:§. §(kind_of(§), G#1, speaker) → G#0 → G#0, prep_for(speaker, kind_of(ΣG#0:§. compound_kind(G#0, §))))	available	Differs from the pin in PP attachment, in the named-individual-vs-definite-designation reading of the project names, or in a lexical sense. All are licensed; none inadmissible.
We evaluated MSI as a biomarker for WRN dependency.	§(kind_of(§), kind_of(ΣG#0:§. is_a(G#0, ΣG#1:§. prep_for(G#1, kind_of(§)))), speaker)	available	Differs from the pin in PP attachment, in the named-individual-vs-definite-designation reading of the project names, or in a lexical sense. All are licensed; none inadmissible.
We evaluated MSI as a biomarker for WRN dependency.	§(kind_of(§), kind_of(ΣG#0:§. is_a(G#0, ΣG#1:§. prep_for(G#1, §))), speaker)	available	Differs from the pin in PP attachment, in the named-individual-vs-definite-designation reading of the project names, or in a lexical sense. All are licensed; none inadmissible.
We evaluated MSI as a biomarker for WRN dependency.	ΠG#0:Prop. ΠG#1:ΣG#1:§. prep_for(G#1, kind_of(ΣG#2:§. compound_kind(G#2, §))). §(kind_of(§), G#1.1, speaker) → G#0 → G#0	available	Differs from the pin in PP attachment, in the named-individual-vs-definite-designation reading of the project names, or in a lexical sense. All are licensed; none inadmissible.
MSI cell lines from these four lineages showed greater dependence on WRN than their MSS counterparts.	λ$anaphor$0. ΠG#0:Prop. ΠG#1:ΣG#1:§. compound_kind(G#1, §). poss_of(ΣG#2:§. compound_kind(G#2, §), G#1, $anaphor$0) → gt(§(kind_of(§), kind_of(ΣG#3:§. And(compound_kind(G#3, §), prep_from(G#3, the(ΣG#4:§. compound_kind(G#4, §)).1)))), §(kind_of(§), G#1.1)) → G#0 → G#0	available	available 2026-07-29 (audit): structurally admissible, out-ranked. Differs from the pin only in sense-induced individual/kind marking (`compound` vs `compound_kind` on `their MSS counterparts`; bare vs `kind_of` comparative ground) and/or in bracketing `MSI cell lines` as two coordinate modifiers `And(compound(G#3,S), compound_kind(G#3,S))` rather than via the `cell line` MWE C0007600. FOR THE RECORD: every printed realisation of the double-modifier variants filled the INDIVIDUAL slot with a gene homonym of `cell` (C1413337/C1413336), and the ordinary noun C0007634 `Cell` appears in 0 of this unit's 900 printed readings even though its TUI (T025) is loaded — a RANKING failure, not a grammar defect, so it stays `available`.
MSI cell lines from these four lineages showed greater dependence on WRN than their MSS counterparts.	λ$anaphor$0. ΠG#0:Prop. ΠG#1:ΣG#1:§. compound(G#1, §). poss_of(ΣG#2:§. compound(G#2, §), G#1, $anaphor$0) → gt(§(kind_of(§), kind_of(ΣG#3:§. And(compound_kind(G#3, §), prep_from(G#3, the(ΣG#4:§. compound_kind(G#4, §)).1)))), §(kind_of(§), G#1.1)) → G#0 → G#0	available	available 2026-07-29 (audit): structurally admissible, out-ranked. Differs from the pin only in sense-induced individual/kind marking (`compound` vs `compound_kind` on `their MSS counterparts`; bare vs `kind_of` comparative ground) and/or in bracketing `MSI cell lines` as two coordinate modifiers `And(compound(G#3,S), compound_kind(G#3,S))` rather than via the `cell line` MWE C0007600. FOR THE RECORD: every printed realisation of the double-modifier variants filled the INDIVIDUAL slot with a gene homonym of `cell` (C1413337/C1413336), and the ordinary noun C0007634 `Cell` appears in 0 of this unit's 900 printed readings even though its TUI (T025) is loaded — a RANKING failure, not a grammar defect, so it stays `available`.
MSI cell lines from these four lineages showed greater dependence on WRN than their MSS counterparts.	λ$anaphor$0. ΠG#0:Prop. ΠG#1:ΣG#1:§. compound(G#1, §). poss_of(ΣG#2:§. compound(G#2, §), G#1, $anaphor$0) → gt(§(§, kind_of(ΣG#3:§. And(compound_kind(G#3, §), prep_from(G#3, the(ΣG#4:§. compound_kind(G#4, §)).1)))), §(§, G#1.1)) → G#0 → G#0	available	available 2026-07-29 (audit): structurally admissible, out-ranked. Differs from the pin only in sense-induced individual/kind marking (`compound` vs `compound_kind` on `their MSS counterparts`; bare vs `kind_of` comparative ground) and/or in bracketing `MSI cell lines` as two coordinate modifiers `And(compound(G#3,S), compound_kind(G#3,S))` rather than via the `cell line` MWE C0007600. FOR THE RECORD: every printed realisation of the double-modifier variants filled the INDIVIDUAL slot with a gene homonym of `cell` (C1413337/C1413336), and the ordinary noun C0007634 `Cell` appears in 0 of this unit's 900 printed readings even though its TUI (T025) is loaded — a RANKING failure, not a grammar defect, so it stays `available`.
MSI cell lines from these four lineages showed greater dependence on WRN than their MSS counterparts.	λ$anaphor$0. ΠG#0:Prop. ΠG#1:ΣG#1:§. compound_kind(G#1, §). poss_of(ΣG#2:§. compound_kind(G#2, §), G#1, $anaphor$0) → gt(§(kind_of(§), kind_of(ΣG#3:§. And(And(compound_kind(G#3, §), compound_kind(G#3, §)), prep_from(G#3, the(ΣG#4:§. compound_kind(G#4, §)).1)))), §(kind_of(§), G#1.1)) → G#0 → G#0	available	available 2026-07-29 (audit): structurally admissible, out-ranked. Differs from the pin only in sense-induced individual/kind marking (`compound` vs `compound_kind` on `their MSS counterparts`; bare vs `kind_of` comparative ground) and/or in bracketing `MSI cell lines` as two coordinate modifiers `And(compound(G#3,S), compound_kind(G#3,S))` rather than via the `cell line` MWE C0007600. FOR THE RECORD: every printed realisation of the double-modifier variants filled the INDIVIDUAL slot with a gene homonym of `cell` (C1413337/C1413336), and the ordinary noun C0007634 `Cell` appears in 0 of this unit's 900 printed readings even though its TUI (T025) is loaded — a RANKING failure, not a grammar defect, so it stays `available`.
MSI cell lines from these four lineages showed greater dependence on WRN than their MSS counterparts.	λ$anaphor$0. ΠG#0:Prop. ΠG#1:ΣG#1:§. compound(G#1, §). poss_of(ΣG#2:§. compound(G#2, §), G#1, $anaphor$0) → gt(§(kind_of(§), kind_of(ΣG#3:§. And(And(compound_kind(G#3, §), compound_kind(G#3, §)), prep_from(G#3, the(ΣG#4:§. compound_kind(G#4, §)).1)))), §(kind_of(§), G#1.1)) → G#0 → G#0	available	available 2026-07-29 (audit): structurally admissible, out-ranked. Differs from the pin only in sense-induced individual/kind marking (`compound` vs `compound_kind` on `their MSS counterparts`; bare vs `kind_of` comparative ground) and/or in bracketing `MSI cell lines` as two coordinate modifiers `And(compound(G#3,S), compound_kind(G#3,S))` rather than via the `cell line` MWE C0007600. FOR THE RECORD: every printed realisation of the double-modifier variants filled the INDIVIDUAL slot with a gene homonym of `cell` (C1413337/C1413336), and the ordinary noun C0007634 `Cell` appears in 0 of this unit's 900 printed readings even though its TUI (T025) is loaded — a RANKING failure, not a grammar defect, so it stays `available`.
MSI cell lines from these four lineages showed greater dependence on WRN than their MSS counterparts.	λ$anaphor$0. ΠG#0:Prop. ΠG#1:ΣG#1:§. compound_kind(G#1, §). poss_of(ΣG#2:§. compound_kind(G#2, §), G#1, $anaphor$0) → gt(§(§, kind_of(ΣG#3:§. And(And(compound_kind(G#3, §), compound_kind(G#3, §)), prep_from(G#3, the(ΣG#4:§. compound_kind(G#4, §)).1)))), §(§, G#1.1)) → G#0 → G#0	available	available 2026-07-29 (audit): structurally admissible, out-ranked. Differs from the pin only in sense-induced individual/kind marking (`compound` vs `compound_kind` on `their MSS counterparts`; bare vs `kind_of` comparative ground) and/or in bracketing `MSI cell lines` as two coordinate modifiers `And(compound(G#3,S), compound_kind(G#3,S))` rather than via the `cell line` MWE C0007600. FOR THE RECORD: every printed realisation of the double-modifier variants filled the INDIVIDUAL slot with a gene homonym of `cell` (C1413337/C1413336), and the ordinary noun C0007634 `Cell` appears in 0 of this unit's 900 printed readings even though its TUI (T025) is loaded — a RANKING failure, not a grammar defect, so it stays `available`.
MSI cell lines from these four lineages showed greater dependence on WRN than their MSS counterparts.	λ$anaphor$0. ΠG#0:Prop. ΠG#1:ΣG#1:§. compound(G#1, §). poss_of(ΣG#2:§. compound(G#2, §), G#1, $anaphor$0) → gt(§(§, kind_of(ΣG#3:§. And(And(compound_kind(G#3, §), compound_kind(G#3, §)), prep_from(G#3, the(ΣG#4:§. compound_kind(G#4, §)).1)))), §(§, G#1.1)) → G#0 → G#0	available	available 2026-07-29 (audit): structurally admissible, out-ranked. Differs from the pin only in sense-induced individual/kind marking (`compound` vs `compound_kind` on `their MSS counterparts`; bare vs `kind_of` comparative ground) and/or in bracketing `MSI cell lines` as two coordinate modifiers `And(compound(G#3,S), compound_kind(G#3,S))` rather than via the `cell line` MWE C0007600. FOR THE RECORD: every printed realisation of the double-modifier variants filled the INDIVIDUAL slot with a gene homonym of `cell` (C1413337/C1413336), and the ordinary noun C0007634 `Cell` appears in 0 of this unit's 900 printed readings even though its TUI (T025) is loaded — a RANKING failure, not a grammar defect, so it stays `available`.
MSI cell lines from these four lineages showed greater dependence on WRN than their MSS counterparts.	λ$anaphor$0. ΠG#0:Prop. ΠG#1:ΣG#1:§. compound_kind(G#1, §). poss_of(ΣG#2:§. compound_kind(G#2, §), G#1, $anaphor$0) → gt(§(kind_of(§), kind_of(ΣG#3:§. And(compound_kind(G#3, ΣG#4:§. compound_kind(G#4, §)), prep_from(G#3, the(ΣG#4:§. compound_kind(G#4, §)).1)))), §(kind_of(§), G#1.1)) → G#0 → G#0	available	available 2026-07-29 (audit): structurally admissible, out-ranked. Differs from the pin only in sense-induced individual/kind marking (`compound` vs `compound_kind` on `their MSS counterparts`; bare vs `kind_of` comparative ground) and/or in bracketing `MSI cell lines` as two coordinate modifiers `And(compound(G#3,S), compound_kind(G#3,S))` rather than via the `cell line` MWE C0007600. FOR THE RECORD: every printed realisation of the double-modifier variants filled the INDIVIDUAL slot with a gene homonym of `cell` (C1413337/C1413336), and the ordinary noun C0007634 `Cell` appears in 0 of this unit's 900 printed readings even though its TUI (T025) is loaded — a RANKING failure, not a grammar defect, so it stays `available`.
MSI cell lines from these four lineages showed greater dependence on WRN than their MSS counterparts.	λ$anaphor$0. ΠG#0:Prop. ΠG#1:ΣG#1:§. compound(G#1, §). poss_of(ΣG#2:§. compound(G#2, §), G#1, $anaphor$0) → gt(§(kind_of(§), kind_of(ΣG#3:§. And(compound_kind(G#3, ΣG#4:§. compound_kind(G#4, §)), prep_from(G#3, the(ΣG#4:§. compound_kind(G#4, §)).1)))), §(kind_of(§), G#1.1)) → G#0 → G#0	available	available 2026-07-29 (audit): structurally admissible, out-ranked. Differs from the pin only in sense-induced individual/kind marking (`compound` vs `compound_kind` on `their MSS counterparts`; bare vs `kind_of` comparative ground) and/or in bracketing `MSI cell lines` as two coordinate modifiers `And(compound(G#3,S), compound_kind(G#3,S))` rather than via the `cell line` MWE C0007600. FOR THE RECORD: every printed realisation of the double-modifier variants filled the INDIVIDUAL slot with a gene homonym of `cell` (C1413337/C1413336), and the ordinary noun C0007634 `Cell` appears in 0 of this unit's 900 printed readings even though its TUI (T025) is loaded — a RANKING failure, not a grammar defect, so it stays `available`.
MSI cell lines from these four lineages showed greater dependence on WRN than their MSS counterparts.	λ$anaphor$0. ΠG#0:Prop. ΠG#1:ΣG#1:§. compound_kind(G#1, §). poss_of(ΣG#2:§. compound_kind(G#2, §), G#1, $anaphor$0) → gt(§(§, kind_of(ΣG#3:§. And(compound_kind(G#3, ΣG#4:§. compound_kind(G#4, §)), prep_from(G#3, the(ΣG#4:§. compound_kind(G#4, §)).1)))), §(§, G#1.1)) → G#0 → G#0	available	available 2026-07-29 (audit): structurally admissible, out-ranked. Differs from the pin only in sense-induced individual/kind marking (`compound` vs `compound_kind` on `their MSS counterparts`; bare vs `kind_of` comparative ground) and/or in bracketing `MSI cell lines` as two coordinate modifiers `And(compound(G#3,S), compound_kind(G#3,S))` rather than via the `cell line` MWE C0007600. FOR THE RECORD: every printed realisation of the double-modifier variants filled the INDIVIDUAL slot with a gene homonym of `cell` (C1413337/C1413336), and the ordinary noun C0007634 `Cell` appears in 0 of this unit's 900 printed readings even though its TUI (T025) is loaded — a RANKING failure, not a grammar defect, so it stays `available`.
MSI cell lines from these four lineages showed greater dependence on WRN than their MSS counterparts.	λ$anaphor$0. ΠG#0:Prop. ΠG#1:ΣG#1:§. compound(G#1, §). poss_of(ΣG#2:§. compound(G#2, §), G#1, $anaphor$0) → gt(§(§, kind_of(ΣG#3:§. And(compound_kind(G#3, ΣG#4:§. compound_kind(G#4, §)), prep_from(G#3, the(ΣG#4:§. compound_kind(G#4, §)).1)))), §(§, G#1.1)) → G#0 → G#0	available	available 2026-07-29 (audit): structurally admissible, out-ranked. Differs from the pin only in sense-induced individual/kind marking (`compound` vs `compound_kind` on `their MSS counterparts`; bare vs `kind_of` comparative ground) and/or in bracketing `MSI cell lines` as two coordinate modifiers `And(compound(G#3,S), compound_kind(G#3,S))` rather than via the `cell line` MWE C0007600. FOR THE RECORD: every printed realisation of the double-modifier variants filled the INDIVIDUAL slot with a gene homonym of `cell` (C1413337/C1413336), and the ordinary noun C0007634 `Cell` appears in 0 of this unit's 900 printed readings even though its TUI (T025) is loaded — a RANKING failure, not a grammar defect, so it stays `available`.
Many cancers exhibit an impairment of a DNA repair pathway.	ΠG#0:Prop. ΠG#1:§. §(kind_of(ΣG#2:§. And(compound_kind(G#2, §), is_a(G#2, ΣG#3:§. prep_of(G#3, kind_of(§))))), G#1) → G#0 → G#0	available	available 2026-07-29 (audit): a rival BRACKETING of `Det N of Det N N N`, out-ranked. The pin makes `impairment` the object head with `of a DNA repair pathway` as its complement; this one demotes it to an `is_a` predicate of `pathway`/`repair`. NOT invalid, and the reason is the pin itself: it ALSO uses `is_a` on a comma-less juxtaposition to build `a DNA repair pathway` (pathway that is a DNA), so any rule refusing comma-less appositive `is_a` would kill the pin too. Which noun heads the object is a ranking question.
Many cancers exhibit an impairment of a DNA repair pathway.	ΠG#0:Prop. ΠG#1:§. §(kind_of(ΣG#2:§. compound_kind(G#2, ΣG#3:§. is_a(G#3, ΣG#4:§. prep_of(G#4, kind_of(§))))), G#1) → G#0 → G#0	available	available 2026-07-29 (audit): a rival BRACKETING of `Det N of Det N N N`, out-ranked. The pin makes `impairment` the object head with `of a DNA repair pathway` as its complement; this one demotes it to an `is_a` predicate of `pathway`/`repair`. NOT invalid, and the reason is the pin itself: it ALSO uses `is_a` on a comma-less juxtaposition to build `a DNA repair pathway` (pathway that is a DNA), so any rule refusing comma-less appositive `is_a` would kill the pin too. Which noun heads the object is a ranking question.
Many cancers exhibit an impairment of a DNA repair pathway.	ΠG#0:Prop. ΠG#1:§. §(kind_of(ΣG#2:§. is_a(G#2, ΣG#3:§. prep_of(G#3, kind_of(ΣG#4:§. compound_kind(G#4, §))))), G#1) → G#0 → G#0	available	available 2026-07-29 (audit): a rival BRACKETING of `Det N of Det N N N`, out-ranked. The pin makes `impairment` the object head with `of a DNA repair pathway` as its complement; this one demotes it to an `is_a` predicate of `pathway`/`repair`. NOT invalid, and the reason is the pin itself: it ALSO uses `is_a` on a comma-less juxtaposition to build `a DNA repair pathway` (pathway that is a DNA), so any rule refusing comma-less appositive `is_a` would kill the pin too. Which noun heads the object is a ranking question.
Many cancers exhibit an impairment of a DNA repair pathway.	ΠG#0:Prop. ΠG#1:§. §(kind_of(ΣG#2:§. is_a(G#2, ΣG#3:§. prep_of(G#3, kind_of(ΣG#4:§. is_a(G#4, §))))), G#1) → G#0 → G#0	available	available 2026-07-29 (audit): a rival BRACKETING of `Det N of Det N N N`, out-ranked. The pin makes `impairment` the object head with `of a DNA repair pathway` as its complement; this one demotes it to an `is_a` predicate of `pathway`/`repair`. NOT invalid, and the reason is the pin itself: it ALSO uses `is_a` on a comma-less juxtaposition to build `a DNA repair pathway` (pathway that is a DNA), so any rule refusing comma-less appositive `is_a` would kill the pin too. Which noun heads the object is a ranking question.
