# Expected-reading corpus — the faithfulness gate (README §7c). TAB-separated:
#   sentence <TAB> skeleton (sense-erased) <TAB> note
# The gate asserts each unit still CONTAINS its skeleton among its readings — robust to
# added ambiguity, unlike encoded-count. A MISS = a fundamentally-correct reading was lost.
#
# UPDATE 2026-07-29: the rate is 60 OF 62 under the tracked replay
# (`ranks/2026-07-29-demonstratives.json` on `wordnet-umls-aligned-2026-07-29-demonstratives`),
# and BOTH misses are understood. Do not "fix" either by repinning.
#
#   «Synthetic lethality is an interaction between two genetic events.»  DRAW VARIANCE, not a defect.
#     Measured over THREE live draws on this lexicon: missed in draws 1 and 3, HIT in draw 2. This is
#     the same unit ranks/README.md already names as the previous recording's variance miss. The
#     adopted reference is draw 1, so it carries the miss; adopting draw 2 to make the gate green
#     would be exactly the resampling that file forbids.
#
#   «Depletion of WRN induced double-stranded DNA breaks.»  SENSE-ELIMINATION, structure intact.
#     Missed in all 3 draws, so it is systematic — but it is NOT a lost reading, and the deduction is
#     tight: the sentence contains no demonstrative, so 166b234 changed nothing in its lexicon, and
#     950f1e9 was already in place when this same pin scored 62/62. That leaves f832837, which filters
#     only the RANKER's candidate list and cannot remove a category the seed filter kept. So the
#     transitive reading `induce(breaks, depletion-of-WRN)` is still seedable; the cap stops choosing
#     it. Cap-only never realised this pin either (before OR after), so cap-only absence is no
#     evidence here.
#
# THREE-DRAW VARIANCE BAND on this lexicon (why one draw is not a measurement):
#   draw          encoded  grammar-gap  total-readings  total-skeletons  expected-hits
#   1 (adopted)   12       0            905             171              59  (60 after the re-pin)
#   2             12       0            903             171              60
#   3             12       0            893             171              59
# Structure is near-deterministic — total-skeletons IDENTICAL at 171 across all three, readings within
# 1.3% — and ALL the variance is in sense selection. So a structural A/B may be compared across draws;
# a pin count may NOT.
#
# UPDATE 2026-07-28: under the tracked REPLAY the rate is now 48/48. The single deterministic miss was a STALE PIN
# ('Synthetic lethality is an interaction ...'), found by the adjudication ledger's stale-row report and re-pinned;
# the band below was measured on LIVE reranker draws and is NOT retested here.
# EXPECTED HIT RATE IS 44-45 OF 45, NOT 45/45 (measured 2026-07-26; accepted for now, REVISIT once
# the remaining pins are determined and more invalid skeletons are gone). With a LIVE reranker, ~1
# pin fails per draw and WHICH ONE VARIES. FOUR live draws on the same lexicon scored 44, 44, 43, 44
# — 45/45 did not come up once, and one draw lost TWO pins. The misses were «These classifications
# were highly concordant…» (draws 1 and 4), «Synthetic lethality is an interaction…» (draw 2), and two
# at once (draw 3). The 45/45 recorded earlier on the OLD lexicon was itself a single sample and
# should not be read as a stable property. Every failing pin's structure stayed REACHABLE: the
# concordant one is present in
# cap-only on both lexicons (12 skeletons), the synthetic-lethality one in the OTHER live draw — so
# these are sense-ELIMINATION misses, not lost readings. Do NOT repin (that would bake in the wrong
# analysis: the synthetic-lethality miss differs from its pin only by `§(G#2)` vs `gt(§(G#2), §)`,
# i.e. `genetic` read as GRADABLE instead of intersective) and do NOT resample to green (cherry-
# picking). Cause is `SENSE_CAP=2` truncating by emission order over a wide sense space — see the
# long note in `kernel/src/dcg/parse/seed.rs`, which records two fixes already measured and rejected.
#
# METHOD NOTE from the same measurement: across the four draws SKELETONS are stable (307/315/310/309,
# range 2.6%) but READINGS are not (1149-1435, 25%). Compare readings only within one fixed `--replay`
# recording; across recordings, compare skeletons.
#
# SELECTING a draw that scores 45/45 was considered and is NOT available (none of four did). Note for
# whoever tries it: picking a recording BY its pin score biases the artifact toward passing, so that
# recording can no longer detect sense-RANKING regressions — acceptable only if the A/B in question is
# structural (skeletons), and worth saying out loud in whatever adopts it.
# VERIFIED 2026-07-22: each entry's reading was checked via English gloss or manual
# λ-term dissection. Two originally-seeded units were ENCODED on a WRONG reading and
# REMOVED: "MSI is associated with…" ('associated with' reified as UMLS C0332281 into a
# noun compound, not the verb) and "These data sets are project Achilles and project DRIVE"
# ('and' reified as UMLS C1515981 into a compound pile, not a coordination). Both are the
# function-word/qualifier reification defect; re-add once it is fixed and the correct reading pins.
# REMOVED 2026-07-25: "Project Achilles and project DRIVE identified WRN as the top preferential
# dependency in MSI cell lines compared to MSS cell lines." — pinned on a WRONG ATTACHMENT. The pin
# carried prep_in/prep_to predicated of the PROJECTS ("Project Achilles, in MSI cell lines, identified
# …"), but the study's own chain encodes the claim as onco:TopDifferentialDependency(gene, context)
# with context = "Achilles_MSI"/"DRIVE_MSI" (chain/05-phase1-discovery.esl) — the MSI context and the
# MSS contrast belong to the DEPENDENCY, not to the identifying event. Same arbiter method as D62 §4a.
# The pin's own note had already conceded the object realisation was "incidental to that verification
# and never adjudicated"; it is now positively wrong, and a wrong pin is worse than none — it would
# VETO the correct reading once that becomes derivable.
# The correct reading is NOT currently in the parse space: of the unit's 204 skeletons, 44 get the
# essive right (the(Σ dependency. top ∧ preferential ∧ prep_in ∧ prep_to).1) with both projects as
# named individuals, but ALL of them read "compared" as the NOUN comparison (wn:compare.n.04746842)
# absorbed into the in-PP object, because `compared` has no (S[pss]\NP)/cat_pp_arg(prep_to) entry —
# WordNet records no oblique frame for `compare`, and the verb analogue of adjective-frames.tsv does
# not exist. RE-ADD once `compare` can govern `to` AND a post-nominal reduced-participial attachment
# is confirmed, with the PPs nested in the dependency NP.
# baseline replay. "encoded" is NOT proof of "correct" (cf. the 2026-07-20 gloss bug), so
The co-occurrence of these two events leads to cell death.	§(kind_of(§), the(ΣG#0:§. prep_of(G#0, the(ΣG#1:§. compound_kind(G#1, §)).1)).1)	verified 2026-07-22 (gloss)
Somatic MMR inactivation typically arises from hypermethylation of the MLH1 promoter.	And(§(kind_of(ΣG#0:§. And(compound_kind(G#0, §), gt(§(G#0), §)))), prep_from(kind_of(ΣG#0:§. And(compound_kind(G#0, §), gt(§(G#0), §))), kind_of(ΣG#0:§. prep_of(G#0, the(ΣG#1:§. compound(G#1, §)).1))))	verified 2026-07-25 (gloss): 'of the MLH1 promoter' attaches to 'hypermethylation', and its object is the definite named compound 'the [MLH1 promoter]' (`compound`, the named-entity compound — MLH1 is a gene name, same choice as 'WRN dependency'). Rejected: folding the of-PP into a compound modifier of hypermethylation. CAVEAT — 'typically' is NOT encoded, and that is BY DESIGN, not a defect: D62 Phase 3 (docs/notes/d62-adverb-semantics-decision.md §4.2) makes the inert adverb bulk TRANSPARENT (identity sem) as a deliberate recorded cut, adopting core-en's adverb CATEGORIES while declining its HLDS @E:situation(<HasProp>...) event decoration (§3, §5). Same caveat class as the opaque GQ cardinality on the two-data-sets / three-groups pins
The MSI relationship compared favourably to other strong biomarkers for vulnerabilities.	And(§(the(ΣG#0:§. compound_kind(G#0, §)).1), prep_to(the(ΣG#0:§. compound_kind(G#0, §)).1, kind_of(ΣG#0:§. And(And(gt(§(G#0), §), gt(§(G#0), §)), prep_for(G#0, kind_of(§))))))	verified 2026-07-25 (gloss): 'for vulnerabilities' NESTS into the biomarkers NP — compared to [other strong biomarkers for vulnerabilities] — with the prenominal adjectives accumulated before the PP, And(And(gt, gt), prep_for), matching surface modifier order. Rejected: prep_for hung flat on the relationship (S0), and the variant that accumulates the PP first (S2). CAVEAT — 'favourably' is NOT encoded: it belongs to D62 4a's MEASUREMENT subset, where a measurement adverb is the prose trigger for a typed differential predicate + measurement obligation + justification certificate rather than an adverbial operator. That arm is deferred, so the transparent reading is the current design's correct one
Synthetic lethality is an interaction between two genetic events.	is_a(kind_of(§), ΣG#0:§. prep_between(G#0, kind_of(ΣG#1:§. And(§(G#1), compound_kind(G#1, §)))))	verified 2026-07-25 (gloss): the predicate nominal is 'an interaction', and 'between two genetic events' NESTS INTO IT — is_a(SL, ΣG#0:interaction. exists G#2:event. prep_between(G#0, G#2)). Rejected: the skeleton that hangs prep_between on the SUBJECT ('synthetic lethality between two events'). This reading did not exist at all before the `an_pred` entry: `a` had THREE entries (a_pred/a_subj/a_obj) and `an` only TWO, so the predicative indefinite article (D63 §8.5 Slice 3c) had no orthographic allomorph and 'is AN N …' could not form a predicate nominal — the NP was forced to be an existential quantifier and the PP, unable to land inside it, attached at the VP level. Cardinality of 'two' opaque, same caveat as the two-data-sets / three-groups GQ siblings | RE-PINNED 2026-07-28 (audit): the recorded skeleton matched NEITHER current reading — this was the standing 45-of-46 pin miss, and the adjudication ledger reported it independently as a STALE row. The correct reading is unchanged in substance: `is_a(SL, Sigma G#0. prep_between(G#0, two-events))`, the PP NESTING into the predicate nominal, exactly as the an_pred fix intended. The competing reading attaches `between` HIGH to the subject (`And(is_a(SL, interaction), prep_between(SL, ...))`).
Germline mutations in the MMR genes MSH2, MSH6, PMS2 or MLH1 cause Lynch syndrome.	§(kind_of(§), kind_of(ΣG#0:§. Or(Or(Or(prep_in(G#0, the(ΣG#1:§. named(G#1, §)).1), prep_in(G#0, the(ΣG#1:§. named(G#1, §)).1)), prep_in(G#0, the(ΣG#1:§. named(G#1, §)).1)), prep_in(G#0, the(ΣG#1:§. named(G#1, §)).1))))	close apposition distributed over a designator LIST: one `cause`, the germ-line-mutation subject, the 4-way `or` INSIDE the PP, and every designator classified by "MMR genes" (`the(Σg. named(g, dᵢ)).1`). Pinned 2026-07-26, the first time this unit had a correct reading at all — it needed the classifier distribution, the apposition/designator normal forms, and the vocabulary-scoped felicity gate together.
Scientists can exploit synthetic lethality for cancer therapeutics.	Possible(§(kind_of(ΣG#0:§. prep_for(G#0, kind_of(ΣG#1:§. compound_kind(G#1, §)))), kind_of(§)))	verified 2026-07-28 (audit): SOLE reading and correct — "possibly, scientist exploit a Synthetic Lethality for a Cancer therapeutic". Possible(...) is outermost so the modal scopes over the whole predication, and the `for` PP attaches inside the OBJECT, the intended low attachment. Pinned during the skeleton-adjudication pass (scripts/audit-skeletons.sh); this unit was previously unpinned, and the 17 unpinned units carried 149 of the page's 225 skeletons — i.e. the ambiguity was concentrated exactly where nothing held the correct reading.
Depletion of WRN promoted apoptosis and cell cycle arrest in MSI models.	And(§(kind_of(§), kind_of(ΣG#0:§. prep_of(G#0, kind_of(§)))), §(kind_of(ΣG#0:§. prep_in(G#0, kind_of(ΣG#1:§. compound_kind(G#1, §)))), kind_of(ΣG#0:§. prep_of(G#0, kind_of(§)))))	CAVEAT 2026-07-28 — THIS PIN IS SENSE-BLIND AND THE UNIT'S SENSES ARE WRONG. Both of the unit's skeletons realise ONLY `WRN protein, human` (C0388246); the WRN GENE reading (C1337007) does not occur for this unit at all. The pin therefore certifies a STRUCTURE that is only ever instantiated incorrectly, and the faithfulness gate passes anyway because it compares SENSE-ERASED skeletons. Recorded rather than removed: the structure IS the right one, and the unit needs sense selection, not a different pin. || verified 2026-07-28 (audit): `cell cycle arrest` as the single UMLS concept (Cell Cycle Arrest) rather than a compositional cell-cycle+arrest compound, with `in MSI models` nesting into it and `promote` distributing over both objects. The compound variant is the same structure and is recorded `available`.
These data sets are project Achilles and project DRIVE.	And(§(the(ΣG#0:Entity. named(G#0, ni_project_achilles)).1, the(§)), §(the(ΣG#0:Entity. named(G#0, ni_project_drive)).1, the(§)))	verified 2026-07-29 (audit): RE-PINNED. The previous pin was INCORRECT — it encoded the `these`-as-a-noun defect that 166b234 removed. Evidence, from the OLD snapshot's 13 readings of this unit: the old pinned skeleton was realised by 12 of them and ALL 12 carried C0039828 (the MeSH publication type *Theses*), glossing as `a Theses data set the Entity named ni`. The 13th reading carried no C0039828, glossed `the datum set …`, and sat under THIS skeleton. So the old pin's structure was reachable ONLY through a noun reading of `these`; it did not merely co-occur with it. Its note claimed `SOLE reading and correct` — true on `sole` when written (the correct skeleton did not yet appear), false on `correct`. 950f1e9 then ADDED that second skeleton (recorded there as cap displacement, 1 -> 2; it was in fact the correct reading surfacing for the first time), and 166b234 deleted the Theses one, leaving this as the unit's only skeleton. The skeleton is BYTE-IDENTICAL across the two snapshots, so the correct reading was never lost, only never pinned. The demonstrative reads as a DEFINITE (`the(§)`), the same convention pinned on `These observations suggest...`. This unit parses ONLY under the page sweep — the document glossary mints ni_project_achilles / ni_project_drive, and a 2-sentence probe reports grammar-gap 1 for that reason, NOT a real gap.
These observations suggest that WRN dependency is not simply a result of MMR deficiency.	§(is_a(kind_of(ΣG#0:§. compound(G#0, §)), ΣG#0:§. prep_of(G#0, kind_of(§))) → False, the(§))	verified 2026-07-28 (audit): the demonstrative `These` realised as a DEFINITE ('the Observation'), the negation scoping over the whole embedded predication (`is_a(dependency, Sigma. prep_of(..)) -> False`), and `WRN dependency` as a compound over the WRN GENE. The competing skeletons differ only in reading `These` as the plural NOUN `theses` (a cross-POS reading the `pos_prune` experiment would drop, off in this config) and in the WRN gene/protein sense.
Some cancers do not respond to immune checkpoint blockade.	ΠG#0:Prop. ΠG#1:§. §(kind_of(§), G#1) → False → G#0 → G#0	verified 2026-07-28 (audit): `respond to` taking the PP as its ARGUMENT via the verb's own cat_pp_arg frame, under the negation - 'some cancer, not (it respond Immune Checkpoint Blockade)'. This is the reading the 2026-07-27 three-way analysis identified as correct; the competitors treat `to` as a free VP-adjunct, or bracket `immune checkpoint blockade` compositionally instead of as the single UMLS concept.
Depletion of WRN induced double-stranded DNA breaks.	§(kind_of(§), kind_of(ΣG#0:§. prep_of(G#0, §)))	verified 2026-07-28 (audit): `double-stranded DNA breaks` as the single UMLS concept (DNA Breaks, Double-Stranded) and `WRN` as the GENE, giving induce(dsDNA-breaks, depletion-of-WRN). The unit's 8 skeletons are 4 object bracketings x 2 WRN senses (gene C1337007 vs protein C0388246); the other three bracketings split the MWE compositionally - `a DNA <double-stranded> break`, `a DNA, Double-Stranded break`, `an <double-stranded> DNA Breaks`. This unit also carries the 2026-07-27 reduced-relative fix: before it, `induced` could form a reduced SUBJECT relative ('WRN that induced DNA') leaving `breaks` as the finite verb, which is why the unit was 8 skeletons rather than 14.
Many cancers exhibit an impairment of a DNA repair pathway.	ΠG#0:Prop. ΠG#1:§. ΠG#2:Prop. ΠG#3:ΣG#3:§. prep_of(G#3, kind_of(ΣG#4:§. compound_kind(G#4, ΣG#5:§. compound_kind(G#5, §)))). §(G#3.1, G#1) → G#2 → G#2 → G#0 → G#0	verified 2026-07-28 (audit): the object is the EXISTENTIAL `an impairment` (head = impairment, as the determiner requires), its `of` PP taking `DNA repair pathway` as a pure COMPOUND CHAIN - compound_kind(pathway, compound_kind(repair, DNA)). The three siblings in the same family inject an `is_a` (essive/predicate-nominal) into that chain instead ('a Biochemical Pathway that is a DNA Repair'), which is not what an N-N compound means.
These findings show that WRN is a synthetic-lethal vulnerability for MSI cancers.	§(is_a(§, ΣG#0:§. And(gt(§(G#0), §), prep_for(G#0, kind_of(ΣG#1:§. compound_kind(G#1, §))))), the(§))	verified 2026-07-29 (audit): the `for` PP NESTS into the predicate nominal (`a synthetic-lethal vulnerability for MSI cancers`), WRN the GENE. Siblings attach `for` to the FINDING or to WRN itself.
We found that WRN was selectively essential in MSI models.	§(And(gt(§(§), §), prep_in(§, kind_of(ΣG#0:§. compound_kind(G#0, §)))), speaker)	verified 2026-07-29 (audit): `in MSI models` modifies WRN's essentiality — And(essential(WRN), prep_in(WRN, MSI-model)) — WRN the GENE. Siblings attach the PP to the matrix subject `we`, or read a spurious `Washington state` / `named WA` for WRN.
MSI is associated with notable responses to immune checkpoint blockade.	§(kind_of(ΣG#0:§. And(gt(§(G#0), §), prep_to(G#0, kind_of(§)))), kind_of(§))	RE-PINNED 2026-08-02 (audit): the previous pin named an INVALID reading and is replaced by the SATURATED relational one, which is currently a MISS. WHY THE OLD PIN WAS INVALID: its `And(§(kind_of(§)), prep_with(...))` was derived only through the `fin_any` VP-adjunct ERASURE. Witnessed in the chart: `associated` seeds a 1-place `S[dcl,pss]\NP` (past participle, ACTIVE/perfect) at sense-rank 1; no `is` entry selects a SATURATED `S[pss]\NP` (is_copula takes `adj`, is_prog `ger`, is_passive_by `pass`, is_passive the UNSATURATED `(S[pss]\NP)/NP`) — deliberately, so `*X is affected Y` stays out (lexicon-ontology.esl Fin/pss vs pass). The `with`-adjunct applied to that `pss` clause returned `S[dcl,fin_any]\NP`, erasing the feature, and the erased clause then satisfied ALL FOUR of the copula's saturated slots at once (adj/ger/pass/bse), witnessed in cell[1..9]. So the reading was licensed by a voice-feature violation. Removing the erasure (the VP-adjunct enumeration, this baseline) correctly removes it. WHY THE NEW PIN: every reading of this unit strands `with responses ...` as a free ADJUNCT conjunct, leaving `associated` under-saturated — `associated with` is a two-place relation and the relatum must BIND. The pinned skeleton is that reading, one predication with no top-level `And` and no separate `prep_with`. It was MEASURED, not invented: experiments/parsing/probes/assoc-stative-with.esl produces it (gloss `Microsatellite Instability associate a notable response to Immune Checkpoint Blockade`), gap 0, skeletons 160 -> 154, and collapses this unit 8 skeletons -> 2. KNOWN MISS until the governed frame ships: `associated` is NOT a WordNet adjective lemma (index.adj 0, unlike dependent/essential/concordant), so the `associated<TAB>with` row in adjective-frames.tsv NEVER FIRES — `governed_preposition` is reached only from `push_adj` over ADJECTIVE synset words. The verb `associate` (00713167) does carry frames 17/31, both naming `with`, but `classify` collapses 14|15|16|17|18|19|31 into a preposition-less Ditransitive and discards it. Do NOT re-pin to a currently-produced sibling: `gt(deg_assoc(MSI), std)` asserts MSI is associated to a degree above standard with NO relatum, which the sentence does not claim.
These findings show that WRN is a promising drug target for MSI cancers.	§(is_a(§, ΣG#0:§. And(gt(§(G#0), §), prep_for(G#0, kind_of(ΣG#1:§. compound_kind(G#1, §))))), the(§))	verified 2026-07-29 (audit): `for MSI cancers` NESTS into the drug target, `promising` a gradable adjective, WRN the GENE. NOTE the head concept is wrong (`drug target` -> Drug Delivery Systems) — SENSE; this pin records the structure.
PARP-1 inhibitors are successful in cancers with deficiencies in homologous recombination.	And(gt(§(kind_of(ΣG#0:§. compound_kind(G#0, §))), §), prep_in(kind_of(ΣG#0:§. compound_kind(G#0, §)), kind_of(ΣG#0:§. prep_with(G#0, kind_of(ΣG#1:§. prep_in(G#1, kind_of(§)))))))	verified 2026-07-29 (audit): FULLY NESTED: `in [cancers with [deficiencies in homologous recombination]]`, PARP-1 the PROTEIN — a PARP-1 inhibitor inhibits the ENZYME, so `compound_kind` over the protein class is right and the `compound`-over-the-gene-individual sibling is not.
We analysed these data sets for genes that are selectively essential in cancer cells with MSI.	§(the(ΣG#0:§. prep_for(G#0, kind_of(ΣG#1:§. And(gt(§(G#1), §), prep_in(G#1, kind_of(ΣG#2:§. prep_with(G#2, kind_of(§)))))))).1, speaker)	verified 2026-07-29 (audit): `for` attaches to the DATA SETS and `in [cancer cells with MSI]` NESTS INTO THE GENES — 'data sets for [genes that are essential in [cancer cells with MSI]]'. The two near-identical siblings attach `in` to the DATA SETS instead, or raise `for` onto the matrix subject `we`.
Project Achilles and project DRIVE identified WRN as the top preferential dependency in MSI cell lines compared to MSS cell lines.	And(§(§, the(ΣG#0:§. And(And(And(gt(§(G#0), §), gt(§(G#0), §)), §(kind_of(ΣG#1:§. compound_kind(G#1, §)), G#0)), prep_in(G#0, kind_of(ΣG#1:§. compound_kind(G#1, §))))).1, ni_project_achilles), §(§, the(ΣG#0:§. And(And(And(gt(§(G#0), §), gt(§(G#0), §)), §(kind_of(ΣG#1:§. compound_kind(G#1, §)), G#0)), prep_in(G#0, kind_of(ΣG#1:§. compound_kind(G#1, §))))).1, ni_project_drive))	verified 2026-07-29 (audit): BOTH subjects are the DOC-LOCAL NAMED INDIVIDUALS minted by the document glossary (ni_project_achilles / ni_project_drive), coordinated and distributed — the reading the D63 named-entity glossary source was built to produce, and the one that closed this unit's grammar gap. WRN the GENE. The two siblings designate one project via `named(...)` (a definite designation over a naming refinement) instead of using the individual directly. NOTE the verbaliser renders both individuals as bare `ni`: `name_atom` splits the local on `_` to strip verb-frame suffixes, which also truncates `ni_project_achilles`, so the coordination is invisible in the gloss and the skeleton had to be read to tell these apart.
We evaluated MSI as a biomarker for WRN dependency.	ΠG#0:Prop. ΠG#1:ΣG#1:§. prep_for(G#1, kind_of(ΣG#2:§. compound(G#2, §))). §(kind_of(§), G#1.1, speaker) → G#0 → G#0	verified 2026-07-29 (audit): `for WRN dependency` NESTS into the biomarker — `a biomarker for [WRN dependency]` — with the biomarker raised as the essive complement and WRN the GENE. Siblings attach `for` to the matrix subject `we`, or invert the head so `dependency` governs (`a dependency that is a Biological Markers for WRN`).
This state has frequent insertion or deletion mutations.	Or(§(kind_of(ΣG#0:§. gt(§(G#0), §)), the(§)), §(kind_of(ΣG#0:§. gt(§(G#0), §)), the(§)))	verified 2026-07-29 (audit): `frequent` DISTRIBUTED over both conjuncts of the RNR-distributed modifier coordination — Or(have(frequent-insertion-mutation, the-state), have(frequent-deletion-mutation, the-state)). THIS UNIT HAD NO ADMISSIBLE READING UNTIL 2026-07-29. Its sole reading was `named(Frequently, kind_of(Insertion-Mutation))` — a KIND in the naming-token slot — because RNR head distribution emits bare-kind `cat_np` per conjunct which `coordinate_np` folds into a `cat_group`, while `mod_apply`'s right pattern is `cat_n`: nothing could consume a `cat_mod` standing before a group, so close apposition was the only rule left. The new `modify_group` rule refines every bare-kind member, mirroring `appose_group`'s classifier distribution. The invalid reading did not merely lose — it is GONE, so the `named(x, kind_of(K))` refusal planned as the second half of the fix turned out to be unnecessary.
MSI cell lines from these four lineages showed greater dependence on WRN than their MSS counterparts.	λ$anaphor$0. ΠG#0:Prop. ΠG#1:ΣG#1:§. compound_kind(G#1, §). poss_of(ΣG#2:§. compound_kind(G#2, §), G#1, $anaphor$0) → gt(§(§, kind_of(ΣG#3:§. And(compound_kind(G#3, §), prep_from(G#3, the(ΣG#4:§. compound_kind(G#4, §)).1)))), §(§, G#1.1)) → G#0 → G#0	verified 2026-07-29 (audit, SENSE-VERIFIED): picked from an actual reading that realises the CORRECT senses (R393), not from a top-ranked gloss — so unlike the `Depletion of WRN` pin this one is not sense-blind. Evidence for each structural choice: (1) `compound_kind` for `their MSS counterparts` because the correct sense C4321493 `Microsatellite Stable` has NO HGNC atom (MTH/NCI only), and rrf.rs's named-individual rule makes an HGNC symbol the sole trigger for instance-hood -> it is CLASS-declared -> compound_kind. (2) the comparative ground is BARE `§` because the correct WRN sense C1337007 `WRN gene` IS HGNC-symboled -> a named individual -> no kind_of; the competing kind_of ground is C0388246 `WRN protein, human`, and a CRISPR dependency is on the GENE. (3) `the(...)` for `these four lineages` — demonstrative as DEFINITE, the same convention pinned on `These observations suggest...`. (4) `prep_from` sits INSIDE the subject Sigma, modifying the cell-line NP, not the verb. The comparative itself is `gt(deg_dependent_rel(WRN, subj), deg_dependent_rel(WRN, G#1.1))` — a00725772 is the WordNet adjective `dependent`, so `X showed greater dependence on WRN than Y` is TWO relational degrees over the SAME ground with different subjects. Renders only as of bd77e08; the adjective still glosses as its raw local because unit_sense_names has no entry for that offset.
